name,address1,address2,address3,borough_code,borough_name,os_addressbase_uprn,ward_2018_code,ward_2018_name,website,longitude,latitude,easting,northing,runtime,classification,formatted_address,name,place_id,rating,types,user_ratings_total
"Asylum, Caroline Gardens Chapel",12 Asylum Road,,,E09000028,Southwark,200003492048.0,E05011109,Old Kent Road,http://maverickprojects.co.uk/asylum/weddings/,-0.060530333142687874,51.47893357137835,534778.9633568313,177335.92462481066,12/29/2019,dance,"Caroline Gardens, Asylum Rd, Peckham, London SE15 2SQ, United Kingdom",Asylum Chapel,ChIJ_Y7_RA8DdkgRblEg7cPEIzI,4.6,"['point_of_interest', 'establishment']",180.0
Kings Place,90 York Way,,,E09000019,Islington,10012790864.0,E05000368,Caledonian,http://www.kingsplace.co.uk,-0.12154839713330297,51.53499868568378,530381.9645534556,183459.9229602656,12/29/2019,dance,"90 York Way, London N1 9AG, United Kingdom",Kings Place,ChIJ9ZTlaT4bdkgRFJrI2drtlUE,4.5,"['art_gallery', 'tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",1272.0
The Vaults,7AD Leake St,,,E09000022,Lambeth,10091121720.0,E05000416,Bishop's,https://www.thevaults.london,-0.11528547932908233,51.501974877728024,530910.9344064576,179798.82395767551,12/29/2019,dance,"Eye landmark, Leake Street via, York Rd, Opposite, London SE1 7NN, United Kingdom",The Vaults Theatre,ChIJX5l7HLkEdkgRK8YXY5u59wE,4.5,"['point_of_interest', 'establishment']",1284.0
The Old Selfridges Hotel,1 Orchard Street,,,E09000033,City of Westminster,100023459642.0,E05000641,Marylebone High Street,http://www.selfridges.com/GB/en/content/tags/old-selfridges-hotel-0,-0.15281377383990036,51.51458707028285,528270.9651237411,181134.92359490675,12/29/2019,dance,"6JS, 1 Orchard St, Marylebone, London W1H 6HJ, United Kingdom",The Flipside at Old Selfridges Hotel,ChIJLyUytDIFdkgRhXfWG2po-uo,4.0,"['point_of_interest', 'establishment']",7.0
Landmark Arts Centre,1 Cloister Close,,,E09000027,Richmond upon Thames,10024344794.0,E05000530,Teddington,http://www.landmarkartscentre.org,-0.3246269033640929,51.42808670463398,516569.968307714,171228.92628604273,12/29/2019,dance,"Ferry Rd, Teddington TW11 9NN, United Kingdom",Landmark Arts Centre,ChIJBxr944ALdkgRhDNdJ7VgE5g,4.7,"['art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",10.0
The Bussey Building AKA The CLF Art Cafe,133 Rye Lane,,,E09000028,Southwark,200003393120.0,E05011113,Rye Lane,https://www.clfartcafe.org,-0.06736342452229606,51.46993399944465,534330.9034784667,176322.62489935465,12/29/2019,dance,"Block A, Bussey Building, 133 Rye Ln, Peckham, London SE15 4ST, United Kingdom",The CLF Art Cafe,ChIJw5JOrqEDdkgR8jrY7ozawT4,4.2,"['night_club', 'point_of_interest', 'establishment']",135.0
Adelphi Theatre,1 Heathcock Ct,,,E09000033,City of Westminster,10033579363.0,E05000644,St. James's,http://www.reallyusefultheatres.co.uk/our-theatres/adelphi/,-0.1229477601778272,51.510102191659634,530355.9645572772,180688.9237128148,12/29/2019,dance,,,,,,
Apollo Theatre,31 Shaftesbury Avenue,,,E09000033,City of Westminster,10033548808.0,E05000649,West End,https://www.nimaxtheatres.com/apollo-theatre/,-0.1333819899148108,51.511500704272635,529627.9647558909,180825.9236775221,12/29/2019,dance,"Shaftesbury Ave, Soho, London W1D 7EZ, United Kingdom",Apollo Theatre,ChIJQb4OvNMEdkgRn7PWWCiQLuc,4.6,"['point_of_interest', 'establishment']",1676.0
Bridewell Theatre,14 Bride Ln,,,E09000001,City and County of the City of London,95511225.0,E05009297,Castle Baynard,http://www.sbf.org.uk/theatre,-0.10502349280047492,51.51349204783571,531589.9642212548,181097.9236027685,12/29/2019,dance,"14 Bride Ln, London EC4Y 8EQ, United Kingdom",Bridewell Centre Limited,ChIJn9SGZq0EdkgRSqWB4_XECiM,4.4,"['bar', 'point_of_interest', 'establishment']",165.0
The Albert,1 Albert Road,,,,Brent,,,,,-0.20224762792726436,51.53364609253043,524788.966069268,183168.9230406806,12/29/2019,dance,"1 Albert Rd, Queen's Park, London NW6 5DT, UK",1 Albert Rd,ChIJD9q4DRMQdkgRTMKBKOvmLfQ,,['premise'],
Shakespeare's Globe Theatre,21 New Globe Walk,,,,Southwark,,,,http://www.shakespearesglobe.com,-0.09657156024934023,51.508112394653466,532191.9640575871,180514.9237617945,12/29/2019,dance,"21 New Globe Walk, London SE1 9DT, United Kingdom",Shakespeare's Globe,ChIJIRauBakEdkgRjoeyuI53AOc,4.6,"['movie_theater', 'tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",13681.0
Rich Mix,35-47 Bethnal Green Road,,,E09000030,Tower Hamlets,6150258.0,E05009335,Weavers,https://www.richmix.org.uk,-0.07327520292405426,51.524359335202945,533760.9636335555,182363.9232599343,12/29/2019,dance,"35-47 Bethnal Green Rd, Shoreditch, London E1 6LA, United Kingdom",Rich Mix,ChIJDT5Fc7ccdkgRTJN0vGqwGNE,4.5,"['art_gallery', 'movie_theater', 'tourist_attraction', 'cafe', 'food', 'point_of_interest', 'establishment']",1526.0
Putney Arts Theatre,16 Ravenna Road,,,E09000032,Wandsworth,100023314898.0,E05000613,East Putney,http://www.putneyartstheatre.org.uk,-0.22022303889633024,51.46128656856928,523737.966358296,175091.9252372933,12/29/2019,dance,"Ravenna Rd, Putney, London SW15 6AW, United Kingdom",Putney Arts Theatre,ChIJ-0gZTRAPdkgRKt5kFJnK3h4,4.5,"['point_of_interest', 'establishment']",67.0
"Michaelis Theatre, Roehampton University",85 Roehampton Lane,,,E09000032,Wandsworth,10033238647.0,E05000621,Roehampton and Putney Heath,,-0.2472695065985609,51.456100388825426,521872.9668671036,174469.92540599935,12/29/2019,dance,"Roehampton Ln, London SW15 5PU, United Kingdom",University of Roehampton London,ChIJ60LCwOYOdkgRvyt1gc5lVjo,4.1,"['university', 'point_of_interest', 'establishment']",122.0
Dragon Hall ,17 Stukeley Street,,,E09000007,Camden,5128852.0,E05000138,Holborn and Covent Garden,https://www.dragonhall.org.uk/main-hall/,-0.12266501275798312,51.51662639745369,530356.9645575699,181414.92351571046,12/29/2019,dance,"17 Stukeley Street, Holborn, London WC2B 5LT, United Kingdom",Covent Garden Dragon Hall Trust,ChIJq4fGlDQbdkgRe7E6W6ACcto,4.3,"['point_of_interest', 'establishment']",61.0
Westminster Kingsway College Theatre,211 Gray's Inn Road,,,E09000007,Camden,5155126.0,E05000141,King's Cross,http://www.westking.ac.uk/subject/performing-arts/,-0.11876765409847068,51.52690563025229,530597.9644946104,182564.92320405657,12/29/2019,dance,"211 Grays Inn Rd, London WC1X 8RA, United Kingdom",Westminster Kingsway College - King's Cross Centre,ChIJUfwr9fwadkgRUfcp3anIoMM,3.0,"['university', 'point_of_interest', 'establishment']",44.0
Poplar Union,2 Cotall St,,,E09000030,Tower Hamlets,6194894.0,E05009325,Lansbury,https://poplarunion.com,-0.022982609701648768,51.51559973312887,537275.9626786192,181482.92349759786,12/29/2019,dance,"2 Cotall St, Poplar, London E14 6TL, United Kingdom",Poplar Union,ChIJ1dZKu0oddkgRJqUyRdc9Yl8,4.5,"['point_of_interest', 'establishment']",172.0
"The Pit, Barbican Centre",1C Silk St,,,E09000001,City and County of the City of London,95512046.0,E05009302,Cripplegate,http://www.barbican.org.uk/theatre,-0.09410454151200136,51.51996226913514,532328.8240219259,181837.09340347102,12/29/2019,dance,"Silk St, Barbican, London EC2Y 8DS, United Kingdom",Barbican Centre,ChIJdbJk-1YbdkgRQB_SdWbiVsc,4.5,"['art_gallery', 'movie_theater', 'library', 'tourist_attraction', 'point_of_interest', 'establishment']",1357.0
Soho Theatre,21 Dean Street,,,E09000033,City of Westminster,100023472522.0,E05000649,West End,http://www.sohotheatre.com,-0.13274033925666415,51.51450305314165,529663.964745251,181160.9235861131,12/29/2019,dance,"21 Dean St, Soho, London W1D 3NE, United Kingdom",Soho Theatre,ChIJ11q2MdMEdkgRhB1nygNxciw,4.6,"['bar', 'point_of_interest', 'establishment']",1792.0
Danceworks,"16 Balderton Street,",,,E09000033,City of Westminster,100023474423.0,E05000649,West End,http://danceworks.net,-0.15245246485470965,51.51318751295664,528299.9651157637,180979.9236371828,12/29/2019,dance,"16 Balderton St, Mayfair, London W1K 6TN, United Kingdom",Danceworks,ChIJNWTHYy0FdkgRt2oyERbpjt4,4.4,"['point_of_interest', 'establishment']",59.0
Wilton's Music Hall,1 Graces Alley,,,E09000030,Tower Hamlets,6006845.0,E05009336,Whitechapel,http://www.wiltons.org.uk,-0.06693794829680935,51.510613052026265,534240.9635009415,180846.9236701768,12/29/2019,dance,"1 Graces Alley, Whitechapel, London E1 8JB, United Kingdom",Wilton's Music Hall,ChIJbcQbMTQDdkgRGnjfXht0wPA,4.7,"['tourist_attraction', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1416.0
Chicken Shed,290 Chase Side,,,E09000010,Enfield,207078080.0,E05000196,Cockfosters,http://www.chickenshed.org.uk,-0.1452419252578886,51.64443614308682,528429.9650835947,195587.91966337024,12/29/2019,dance,"290 Chase Side, London N14 4PE, United Kingdom",Chickenshed,ChIJcTUyQ1QYdkgRqPxC2mpYsJA,4.6,"['university', 'school', 'point_of_interest', 'establishment']",268.0
Electric Brixton,Town Hall Parade,,,E09000022,Lambeth,200000455751.0,E05000417,Brixton Hill,http://electricbrixton.uk.com,-0.11683360475708353,51.46019347340544,530922.9644021649,175149.9252204852,12/29/2019,dance,"Town Hall Parade, Brixton, London SW2 1RJ, United Kingdom",Electric Brixton,ChIJS5AyLGgEdkgRoxzxOgNkg-c,4.3,"['point_of_interest', 'establishment']",1782.0
Hackney Empire,291 Mare Street,,,E09000012,Hackney,100023014084.0,E05009372,Hackney Central,https://hackneyempire.co.uk/hire/spaces/,-0.055477861178442014,51.54552161556345,534932.9633142197,184749.92261170613,12/29/2019,dance,"291 Mare St, London E8 1EJ, United Kingdom",Hackney Empire,ChIJSyU30eQcdkgRjA0iSmbKqR4,4.5,"['point_of_interest', 'establishment']",1297.0
ACS Dance Centre,66 Albert Rd,,,E09000016,Havering,100023211192.0,E05000319,Romford Town,http://www.anthonycliffordstudios.co.uk,0.1899065102180928,51.57360448637842,551853.2687155718,188353.47163186,12/29/2019,dance,"66 Albert Rd, Romford RM1 2PP, United Kingdom",Anthony Clifford Studios,ChIJeVRlljS72EcRRmebMWUyP30,4.8,"['point_of_interest', 'establishment']",5.0
Landor Theatre,70 Landor Pub,,,E09000022,Lambeth,100021861916.0,E05000425,Larkhall,http://www.thelandorpub.com,-0.12605301278549197,51.46566493006136,530266.9645827875,175741.9250585385,12/29/2019,dance,"70 Landor Rd, Clapham Town, London SW9 9PH, United Kingdom",The Landor,ChIJWy5VslsEdkgRh0RoprXzddk,4.1,"['bar', 'point_of_interest', 'establishment']",430.0
The Saw Swee Hock Centre - Weston Studio,1 Portugal Street,,,E09000033,City of Westminster,10033621876.0,E05000644,St. James's,https://sawsweehockcentre.com,-0.11757262192671054,51.51463832894062,530715.9644599935,181202.92357269512,12/29/2019,dance,"1 Sheffield St, Holborn, London WC2A 2AP, United Kingdom",Saw Swee Hock Centre,ChIJDYT8VbUEdkgRQsZe5Z4em00,4.0,"['point_of_interest', 'establishment']",52.0
London Metropolitan University Graduate Centre,182-198 Holloway Rd,,,E09000019,Islington,5300047823.0,E05000373,Highbury West,http://www.londonmet.ac.uk/contact-us/how-to-find-us/tower-building/graduate-centre/,-0.11035420323320108,51.55147327374649,531110.9643531818,185311.92245759614,12/29/2019,dance,"166-220 Holloway Rd, London N7 8DB, United Kingdom",London Metropolitan University,ChIJI8pjP00DdkgRxzRetudegMM,3.8,"['point_of_interest', 'establishment']",149.0
Kenneth More Theatre,Kenneth More Road,,,E09000026,Redbridge,100023043000.0,E05011246,Ilford Town,www.kmtheatre.co.uk/hire-us/,0.07524058428155188,51.55867744085836,543954.9608607133,186461.92214439288,12/29/2019,dance,"Oakfield Rd, Ilford IG1 1BT, United Kingdom",Kenneth More Theatre,ChIJXQ-yR4qm2EcRQw0nJPkf1MU,4.5,"['point_of_interest', 'establishment']",274.0
Pinner Village Hall,11 Chapel Lane,,,E09000015,Harrow,200000320298.0,E05000298,Pinner South,https://www.pinnervillagehall.org.uk,-0.384014347429379,51.5932566258553,512035.9695366061,189503.9213164648,12/29/2019,dance,"Chapel Ln, Pinner HA5 1AA, United Kingdom",Pinner Village Hall,ChIJ2d8raKlsdkgRyPJKpJMLB1A,4.1,"['point_of_interest', 'establishment']",77.0
The Space,269 West Ferry Road,,,E09000030,Tower Hamlets,6060149.0,E05009324,Island Gardens,http://www.space.org.uk,-0.02419897259044829,51.492166672556095,537261.962683056,178874.92420644592,12/29/2019,dance,"269 Westferry Rd, Isle of Dogs, London E14 3RS, United Kingdom",The Space,ChIJW0Y2xeoCdkgRpj6jHV81gSE,4.5,"['point_of_interest', 'establishment']",197.0
Lift Islington - Platform Theatre,2 Tiltman Place,,,E09000019,Islington,10012794343.0,E05000371,Finsbury Park,http://www.platformislington.org.uk,-0.1157416039179951,51.56142487058539,530708.9644632402,186408.92216038413,12/29/2019,dance,"Hornsey Road Baths, 2 Tiltman Place, London N7 7EE, United Kingdom",Platform,ChIJPywIq5gbdkgRWj3SChCK5GI,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",90.0
Etcetera Theatre,265 Camden High Street,,,E09000007,Camden,5007472.0,E05000130,Camden Town with Primrose Hill,http://www.etceteratheatre.com,-0.14427595699830242,51.54059408718843,528789.9649850014,184041.9228034764,12/29/2019,dance,"above the Oxford Arms, 265 Camden High St, London NW1 7BU, United Kingdom",The Etcetera Theatre,ChIJP__LeeEadkgRnTTyqhHWQl8,4.3,"['point_of_interest', 'establishment']",99.0
Royal Academy of Dramatic Art,16-22 Chenies Street,,,E09000007,Camden,5136140.0,E05000129,Bloomsbury,https://www.rada.ac.uk,-0.13226278954051948,51.52088927661266,529678.9647420289,181871.9233936607,12/29/2019,dance,"62-64 Gower St, Bloomsbury, London WC1E 6ED, United Kingdom",Royal Academy of Dramatic Art,ChIJ5dfBXC4bdkgRrP6PWiyvTvg,4.2,"['university', 'point_of_interest', 'establishment']",61.0
Tristan Bates Theatre (TBT),1a Tower Street,,,E09000007,Camden,5077305.0,E05000138,Holborn and Covent Garden,https://www.tristanbatestheatre.co.uk,-0.12830478490353764,51.513362229693506,529974.9646610611,181041.92361784735,12/29/2019,dance,"1A Tower St, London WC2H 9NP, United Kingdom",Tristan Bates Theatre,ChIJi1xyac0EdkgRYEHuw-V1J0M,4.2,"['point_of_interest', 'establishment']",97.0
Watermans Arts Centre,40 High Stree,,,E09000018,Hounslow,100023407377.0,E05000347,Brentford,https://www.watermans.org.uk,-0.29804237060391664,51.485768357508256,518268.9678445704,177685.9245303647,12/29/2019,dance,"40 High St, Brentford TW8 0DS, United Kingdom",Watermans Arts Centre,ChIJg8sNzcUNdkgR_S-B1tKKYTU,4.4,"['movie_theater', 'point_of_interest', 'establishment']",430.0
New Wimbledon Theatre,93 The Broadway,,,E09000024,Merton,48008413.0,E05000455,Abbey,http://newwimbledontheatre.net,-0.2013651086568275,51.4191464411273,525162.9359693517,170437.91649954786,12/29/2019,dance,"93 The Broadway, Wimbledon, London SW19 1QG, United Kingdom",New Wimbledon Theatre,ChIJEecYmLoIdkgRvKK6LWhb3dc,4.5,"['point_of_interest', 'establishment']",1686.0
Sadler's Wells Theatre,177 Rosebery Ave,,,E09000019,Islington,5300080047.0,E05000370,Clerkenwell,http://www.sadlerswells.com,-0.1062646136474187,51.529429250417735,531457.9642613021,182867.92312363887,12/29/2019,dance,"Rosebery Ave, Clerkenwell, London EC1R 4TN, United Kingdom",Sadler's Wells Theatre,ChIJhUo6z0QbdkgR2MzV1qA26Hs,4.7,"['point_of_interest', 'establishment']",2658.0
Uxbridge College,34 College Way,,,E09000017,Hillingdon,10003002623.0,E05000339,Townfield,https://www.uxbridge.ac.uk,-0.4114300571623936,51.516278799929616,510322.97000338964,180901.923655992,12/29/2019,dance,"College Way, Coldharbour Ln, Hayes UB3 3BB, United Kingdom",Uxbridge College - Hayes Community Campus,ChIJUczYS31tdkgRtf4tfNG4oA4,3.5,"['university', 'point_of_interest', 'establishment']",29.0
Unicorn Theatre,147 Tooley Street,,,E09000028,Southwark,10009804074.0,E05011104,London Bridge & West Bermondsey,unicorn theatre,-0.08063989503420484,51.503841929114095,533309.9637568695,180068.92388143466,12/29/2019,dance,"147 Tooley St, London SE1 2HZ, United Kingdom",Unicorn Theatre,ChIJM7R9XUUDdkgR3QSubsK058w,4.6,"['point_of_interest', 'establishment']",353.0
The Gate Theatre,11 Pembridge Road,,,E09000020,Kensington and Chelsea,217065685.0,E05009400,Pembridge,https://www.gatetheatre.co.uk/?spektrix_bounce=true,-0.19766381903472252,51.509529472222646,525172.9659662377,180494.92376812673,12/29/2019,dance,"11 Pembridge Rd, Notting Hill, London W11 3HQ, United Kingdom",Gate Theatre,ChIJG5VyffsPdkgRzOTtAYHqSTY,4.4,"['point_of_interest', 'establishment']",98.0
London Dance Academy,51 Central Street,,,E09000019,Islington,5300017733.0,E05000367,Bunhill,http://londondanceacademy.co.uk,-0.0966222232486498,51.525559146599505,532137.964074406,182454.92323630553,12/29/2019,dance,"The Basement, 49-51 Central St, London EC1V 8AB, United Kingdom",London Dance Academy,ChIJd_L4KVgbdkgR-tquoj7uAK4,4.7,"['point_of_interest', 'establishment']",63.0
Hoxton Hall,130 Hoxton Street,,,E09000012,Hackney,100023135707.0,E05009377,Hoxton East & Shoreditch,www.hoxtonhall.co.uk/category/hire/,-0.07998379986653217,51.53177145307153,533273.963767436,183175.92303839122,12/29/2019,dance,"130 Hoxton St, London N1 6SH, United Kingdom",Hoxton Hall,ChIJTQ8QkrwcdkgR3B72MYRAOGg,4.4,"['point_of_interest', 'establishment']",217.0
Arcola,24 Ashwin Street,,,E09000012,Hackney,10008321023.0,E05009370,Dalston,http://www.arcolatheatre.com,-0.0749473466957685,51.54691315471493,533578.963680727,184868.92257833332,12/29/2019,dance,"24 Ashwin St, Dalston, London E8 3DL, United Kingdom",Arcola Theatre,ChIJsRjLhoscdkgRpQIB6s_w-0w,4.6,"['point_of_interest', 'establishment']",785.0
Bhavan Centre,4a Castletown Road,,,E09000013,Hammersmith and Fulham,34140084.0,E05000258,North End,http://www.bhavan.net,-0.20704343271466347,51.4897635033675,524575.9661295479,178280.92436947458,12/29/2019,dance,"4A Castletown Rd, Hammersmith, London W14 9HE, United Kingdom",The Bhavan,ChIJB87eFZQPdkgRjQvUqDPiBM4,4.5,"['point_of_interest', 'establishment']",136.0
The Tabard Theatre,2 Bath Road,,,E09000018,Hounslow,200002818754.0,E05000348,Chiswick Homefields,http://www.tabardtheatre.co.uk,-0.2546414211946523,51.495692489736406,521255.9070308822,178860.41421115585,12/29/2019,dance,"2 Bath Rd, Chiswick, London W4 1LW, United Kingdom",Tabard Theatre,ChIJ9Xue1zgOdkgR9bwHq80lJSU,4.4,"['point_of_interest', 'establishment']",173.0
Chisenhale Dance Space,64-84 Chisenhale Road,,London,E09000030,Tower Hamlets,6719953.0,E05009320,Bow West,http://www.chisenhaledancespace.co.uk,-0.03970815386188454,51.53308802816896,536063.4030064576,183396.45297753022,12/29/2019,dance,"64-84 Chisenhale Rd, Bow, London E3 5QZ, United Kingdom",Chisenhale Dance Space,ChIJKdLgySMddkgRJ6Gwmx9Qv7A,4.6,"['point_of_interest', 'establishment']",32.0
Polka Theatre for Children,240 The Broadway,,,E09000024,Merton,48008566.0,E05000471,Trinity,https://polkatheatre.com/home/about-us/contact-us/,-0.19497580578680376,51.419731084248724,525605.5758488912,170513.84647877177,12/29/2019,dance,"240 The Broadway, Wimbledon, London SW19 1SB, United Kingdom",Polka Theatre,ChIJOw1N_JsIdkgRcDDgGsYCDsk,4.6,"['point_of_interest', 'establishment']",302.0
Studio Wayne McGregor,14 East Bay lane,,,E09000012,Hackney,10008348301.0,E05009374,Hackney Wick,http://waynemcgregor.com,-0.02406695893096881,51.54744384582722,537105.0627235065,185021.9925364061,12/29/2019,dance,"Here East Queen Elizabeth Olympic Park, London E15 2GW, United Kingdom",Studio Wayne McGregor,ChIJhUo6z0QbdkgRzswZhBNvjHo,3.8,"['point_of_interest', 'establishment']",10.0
Stratford Circus,Theatre Square,,,E09000025,Newham,10008996899.0,E05000492,Stratford and New Town,https://stratford-circus.com,0.0017436141571047384,51.54271660288129,538908.9822320871,184544.96266668712,12/29/2019,dance,"Theatre Square, London E15 1BX, United Kingdom",Stratford Circus Arts Centre,ChIJS0zbwomn2EcR4piC4bGx9IM,4.4,"['point_of_interest', 'establishment']",273.0
Clean Break,2 Patshull Road,,,E09000007,Camden,5001418.0,E05000131,Cantelowes,http://www.cleanbreak.org.uk,-0.14067230087363894,51.54692185614953,529021.964921365,184751.92261103532,12/29/2019,dance,"2 Patshull Rd, Kentish Town, London NW5 2LB, United Kingdom",Clean Break,ChIJHWQKqAIbdkgR1LWl455oIXc,4.7,"['point_of_interest', 'establishment']",32.0
West London University,St Mary's Rd,,,E09000009,Ealing,12153715.0,E05000174,Ealing Common,http://www.uwl.ac.uk,-0.3046883881784989,51.50656546830447,517753.96798367344,179987.92390380663,12/29/2019,dance,"University of West London, St Mary's Rd, Ealing, London W5 5RF, United Kingdom",St marys campus,ChIJRUwf_vINdkgRPOG22xFicOM,3.7,"['university', 'point_of_interest', 'establishment']",3.0
Brentside,377 Greenford Avenue,,,E09000009,Ealing,12141082.0,E05000180,Hobbayne,http://www.brentsidehigh.ealing.sch.uk,-0.33995692960790874,51.52655631417004,515255.9686629266,182154.92331702198,12/29/2019,dance,,,,,,
Union Theatre,204 Union Street,,,E09000028,Southwark,200003354927.0,E05011095,Borough & Bankside,https://www.unicorntheatre.com,-0.1019116971531961,51.50375650771803,531833.9641548408,180020.92389658946,12/29/2019,dance,"229 Union St, London SE1 0LR, United Kingdom",Union Theatre,ChIJZ5gzjqUEdkgR8En0L17IhiU,4.6,"['point_of_interest', 'establishment']",198.0
Harrow Arts Centre,171 Uxbridge Road,,,E09000015,Harrow,200000319916.0,E05000291,Hatch End,,-0.3638031612556714,51.60848854476744,513397.9691668369,191228.92084784468,12/29/2019,dance,"171 Uxbridge Rd, Pinner HA5, UK, United Kingdom",Harrow Arts Centre,ChIJEQByO6UUdkgRWxvFSkWonW4,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",575.0
The Young Vic,66 The Cut,,,E09000022,Lambeth,100023226258.0,E05000416,Bishop's,https://www.youngvic.org,-0.10729184890900656,51.50327690512558,531461.9642562263,179957.92391375004,12/29/2019,dance,"Young Vic Theatre, 66 The Cut, Lambeth, London SE1 8LZ, United Kingdom",The Cut,ChIJSyY-7boEdkgR-g1-FxQMLQY,4.3,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",207.0
"The Old Church , Stoke Newington",207B Church Street,,,E09000012,Hackney,100021076029.0,E05009369,Clissold,http://theoldchurch.org.uk,-0.08488074761027248,51.5604120145271,532850.9638793237,186351.92217591003,12/29/2019,dance,"Stoke Newington Church St, Stoke Newington, London N16 9ES, United Kingdom",The Old Church,ChIJDbEpjHwcdkgRX6RihWePGDw,4.5,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",44.0
Oxford House Theatre,87 Derbyshire Street,,,E09000030,Tower Hamlets,6089004.0,E05009331,St. Peter's,http://www.oxfordhouse.org.uk,-0.061484047062136185,51.52636805216218,534572.9634147948,182608.92319283538,12/29/2019,dance,"Derbyshire St, Bethnal Green, London E2 6HG, United Kingdom",Oxford House in Bethnal Green,ChIJR3Rz8sUcdkgRL-hEyDL3jXo,3.9,"['point_of_interest', 'establishment']",85.0
Churchill Theatre: Magpie Dance,118 High Street,,,E09000006,Bromley,100022886981.0,E05000109,Bromley Town,http://www.magpiedance.org.uk,0.01447424710333657,51.40376499809546,540216.9618794746,169117.9268573894,12/29/2019,dance,,,,,,
Higham Hill Hub,Higham Hill Park,Hecham Close,,E09000031,Waltham Forest,10091185782.0,E05000600,Higham Hill,http://highamhillhub.org.uk,-0.037580749217190734,51.59712881551122,536019.9630202721,190521.92104253528,12/29/2019,dance,"Walthamstow, London E17 5QT, United Kingdom",Higham Hill Hub,ChIJrQA5kdcddkgRPEY9E3mI5Ro,4.6,"['point_of_interest', 'establishment']",13.0
Dance Umbrella - Somerset House,150 Strand,,,E09000033,City of Westminster,100023432985.0,E05000644,St. James's,http://www.danceumbrella.co.uk,-0.11795241539614257,51.51102034296919,530699.9644634677,180799.92368185226,12/29/2019,dance,"Strand, London WC2R 1LA, United Kingdom",Somerset House,ChIJcWfE87UEdkgRoYClOMTsOQQ,4.5,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1184.0
Harris Academy Purley,Kendra Hall Road,,,E09000008,Croydon,100022910696.0,E05011477,Purley Oaks & Riddlesdown,http://www.harrispurley.org.uk,-0.1093161602539145,51.353247154483746,531751.9641783014,163270.92844846356,12/29/2019,dance,"Kendra Hall Rd, South Croydon CR2 6DT, United Kingdom",Harris Academy Purley,ChIJJ1cUzFsHdkgReMFw_l-Q8Ng,2.4,"['secondary_school', 'school', 'point_of_interest', 'establishment']",94.0
Candoco Dance Company,2 Wood Lane,,,E09000015,Harrow,10070269989.0,E05000286,Canons,http://www.candoco.co.uk,-0.3102388403423572,51.63024680136543,517050.8881763439,193732.95016984185,12/29/2019,dance,"2T, Leroy House, Essex Rd, London N1 3QP, United Kingdom",Candoco Dance Company,ChIJoTMQS5scdkgRLN5DZ4vgguc,4.4,"['point_of_interest', 'establishment']",5.0
Bernie Grant Arts Centre,Town Hall Approach,,,E09000014,Haringey,10003985252.0,E05000280,Tottenham Green,http://www.berniegrantcentre.co.uk,-0.07307594316383216,51.587475025787676,533589.9636804023,189382.92135030226,12/29/2019,dance,"Town Hall Approach Rd, Tottenham Green, London N15 4RX, United Kingdom",Bernie Grant Arts Centre,ChIJe36xvxccdkgRUVl4_lHlukg,4.4,"['art_gallery', 'movie_theater', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",288.0
Arts Theatre,6-7 Great Newport Street,,,E09000033,City of Westminster,100023431531.0,E05000644,St. James's,https://artstheatrewestend.co.uk,-0.12754873375281953,51.51211815935497,530030.9646459521,180904.92365498425,12/29/2019,dance,"6-7 Great Newport St, Covent Garden, London WC2H 7JB, United Kingdom",Arts Theatre,ChIJl2FFos0EdkgRMqBfZmhbARs,4.5,"['point_of_interest', 'establishment']",970.0
Conway Hall,25 Red Lion Square,,,E09000007,Camden,5048256.0,E05000138,Holborn and Covent Garden,https://conwayhall.org.uk,-0.11831129435993612,51.519794035510245,530649.964479149,181774.92341785386,12/29/2019,dance,"25 Red Lion Square, Holborn, London WC1R 4RL, United Kingdom",Conway Hall,ChIJz6ny5DUbdkgRbvKNGcARPV4,4.5,"['library', 'point_of_interest', 'establishment']",49.0
"Compass Theatre, Hillingdon",45 Glebe Ave,,,E09000017,Hillingdon,100023413466.0,E05000333,Ickenham,http://www.hillingdontheatres.uk,-0.4403867392342893,51.56218624220662,508204.970580567,185963.9222800412,12/29/2019,dance,"Ickenham, Uxbridge UB10 8RP, United Kingdom",Compass Theatre,ChIJjzpKmk5sdkgRUpBnQZyXDP8,4.5,"['point_of_interest', 'establishment']",169.0
The Broadway Theatre,34 Catford Broadway,,,E09000023,Lewisham,10023226829.0,E05000451,Rushey Green,https://www.broadwaytheatre.org.uk,-0.020380851387899343,51.445294301450545,537667.9625712847,173669.9256209621,12/29/2019,dance,"Catford Rd, Catford, London SE6 4RU, United Kingdom",The Broadway Theatre,ChIJzZWB9RYCdkgRgTv02b7kBDU,4.2,"['point_of_interest', 'establishment']",420.0
